400	7.3	0.2286	31.7	0.0133
4000	0	0.2286	55.5	0.0023
1000	0	0.1524	39.6	0.0019
1600	0	0.1524	55.5	0.0017
4000	0	0.1524	55.5	0.0017
1250	0	0.0508	71.3	0.0007
5000	0	0.2286	39.6	0.0025
16000	0	0.1524	71.3	0.0016
3150	19.7	0.0508	71.3	0.0341
250	4	0.3048	39.6	0.0058
1600	3.3	0.1016	31.7	0.0025
3150	0	0.0254	55.5	0.0004
2500	12.6	0.1524	39.6	0.0584
2500	15.4	0.0508	31.7	0.029
630	0	0.1524	39.6	0.0019
3150	2	0.2286	71.3	0.0029
500	9.9	0.1524	31.7	0.0253
1600	12.3	0.1016	55.5	0.0368
3150	7.2	0.1524	71.3	0.0075
10000	1.5	0.3048	71.3	0.0034
16000	4	0.2286	71.3	0.004
1250	0	0.1016	39.6	0.0015
2500	2	0.2286	71.3	0.0029
1250	8.9	0.1016	71.3	0.0103
2000	0	0.1016	55.5	0.0013
6300	9.5	0.0254	39.6	0.0045
200	7.3	0.2286	31.7	0.0133
6300	5.3	0.2286	71.3	0.0052
1250	11.2	0.0508	39.6	0.015
1600	0	0.3048	39.6	0.0031
1600	0	0.3048	31.7	0.0033
800	17.4	0.0254	31.7	0.0177
3150	3	0.3048	39.6	0.005
800	8.9	0.1016	71.3	0.0103
400	9.5	0.0254	31.7	0.0046
500	6.7	0.1016	39.6	0.0058
5000	7.3	0.2286	39.6	0.0123
1000	2	0.2286	39.6	0.0035
500	22.2	0.0254	39.6	0.0229
1250	5.4	0.1524	71.3	0.004
1600	9.9	0.1524	71.3	0.0193
1250	17.4	0.0254	55.5	0.0166
6300	12.3	0.1016	31.7	0.0419
2500	12.3	0.1016	55.5	0.0368
2000	2.7	0.1524	71.3	0.0024
4000	3.3	0.1016	39.6	0.0025
5000	2	0.2286	71.3	0.0029
1000	8.4	0.0508	55.5	0.0054
400	5.3	0.2286	39.6	0.0061
8000	3	0.3048	39.6	0.005
1250	12.3	0.1016	31.7	0.0419
3150	7.3	0.2286	71.3	0.0104
1600	7.2	0.1524	71.3	0.0075
8000	2.7	0.1524	39.6	0.0029
1000	12.3	0.1016	71.3	0.0338
630	3	0.3048	55.5	0.0045
4000	7.3	0.2286	39.6	0.0123
500	4.8	0.0254	31.7	0.0009
500	7.2	0.1524	39.6	0.0091
5000	5.4	0.1524	31.7	0.0053
2000	17.4	0.0254	39.6	0.0172
4000	5.4	0.1524	71.3	0.004
1000	8.9	0.1016	39.6	0.0125
2500	8.4	0.0508	31.7	0.0058
6300	3.3	0.1016	39.6	0.0025
6300	5.4	0.1524	55.5	0.0043
6300	12.6	0.1524	71.3	0.0483
2000	5.3	0.2286	71.3	0.0052
630	9.5	0.0254	31.7	0.0046
1000	12.3	0.1016	31.7	0.0419
10000	3.3	0.1016	55.5	0.0022
5000	3.3	0.1016	39.6	0.0025
5000	17.4	0.0254	71.3	0.0161
200	8.9	0.1016	71.3	0.0103
4000	0	0.0508	31.7	0.0008
630	17.4	0.0254	71.3	0.0161
1000	0	0.0508	55.5	0.0008
4000	0	0.1524	39.6	0.0019
12500	1.5	0.3048	71.3	0.0034
250	7.3	0.2286	31.7	0.0133
12500	0	0.1016	55.5	0.0013
1600	5.3	0.2286	71.3	0.0052
4000	4	0.2286	55.5	0.0043
5000	0	0.3048	55.5	0.0028
4000	15.4	0.0508	71.3	0.0264
500	0	0.2286	39.6	0.0025
400	3	0.3048	71.3	0.0043
5000	5.3	0.2286	39.6	0.0061
500	4.8	0.0254	39.6	0.0009
2000	0	0.1016	39.6	0.0015
4000	12.3	0.1016	31.7	0.0419
800	4.8	0.0254	39.6	0.0009
5000	0	0.1524	55.5	0.0017
4000	2.7	0.1524	71.3	0.0024
1000	0	0.0254	31.7	0.0004
1250	0	0.3048	31.7	0.0033
250	7.3	0.2286	39.6	0.0123
800	7.3	0.2286	39.6	0.0123
5000	0	0.3048	39.6	0.0031
500	12.3	0.1016	55.5	0.0368
5000	0	0.1524	39.6	0.0019
630	3.3	0.1016	39.6	0.0025
1600	2	0.2286	31.7	0.0037
1000	1.5	0.3048	71.3	0.0034
6300	0	0.0508	55.5	0.0008
3150	9.5	0.0254	31.7	0.0046
630	9.5	0.0254	55.5	0.0043
1600	9.5	0.0254	39.6	0.0045
1000	7.3	0.2286	31.7	0.0133
400	22.2	0.0254	71.3	0.0214
2500	0	0.1524	31.7	0.0021
500	12.7	0.0254	39.6	0.013
4000	0	0.0254	55.5	0.0004
2500	0	0.0254	39.6	0.0004
250	7.3	0.2286	71.3	0.0104
800	9.5	0.0254	31.7	0.0046
400	15.4	0.0508	55.5	0.0272
2500	0	0.2286	71.3	0.0021
630	4	0.3048	71.3	0.005
1000	22.2	0.0254	39.6	0.0229
315	4	0.2286	31.7	0.0051
6300	12.7	0.0254	39.6	0.013
10000	0	0.1016	71.3	0.0012
1000	0	0.3048	71.3	0.0027
10000	1.5	0.3048	39.6	0.0039
2500	0	0.3048	31.7	0.0033
1000	9.9	0.1524	39.6	0.0233
1000	0	0.1016	55.5	0.0013
2500	12.3	0.1016	39.6	0.0408
5000	0	0.1016	39.6	0.0015
800	5.4	0.1524	55.5	0.0043
315	9.9	0.1524	31.7	0.0253
630	15.6	0.1016	39.6	0.0528
4000	12.7	0.0254	71.3	0.0122
1250	2.7	0.1524	71.3	0.0024
1250	4.8	0.0254	39.6	0.0009
6300	9.5	0.0254	71.3	0.0042
2000	9.5	0.0254	55.5	0.0043
3150	0	0.0254	71.3	0.0004
3150	4	0.2286	39.6	0.0047
3150	0	0.2286	31.7	0.0027
5000	3.3	0.1016	55.5	0.0022
1600	15.4	0.0508	31.7	0.029
1600	1.5	0.3048	71.3	0.0034
2500	4	0.3048	71.3	0.005
10000	0	0.1524	55.5	0.0017
400	9.5	0.0254	39.6	0.0045
2000	0	0.2286	31.7	0.0027
800	9.9	0.1524	31.7	0.0253
1250	4	0.2286	31.7	0.0051
4000	9.9	0.1524	55.5	0.0208
4000	0	0.1016	71.3	0.0012
500	0	0.3048	31.7	0.0033
1000	9.9	0.1524	55.5	0.0208
1000	12.3	0.1016	39.6	0.0408
3150	8.4	0.0508	39.6	0.0057
1600	0	0.1524	39.6	0.0019
1600	0	0.0508	55.5	0.0008
8000	0	0.1524	55.5	0.0017
250	15.4	0.0508	31.7	0.029
1000	17.4	0.0254	71.3	0.0161
800	2	0.2286	55.5	0.0031
6300	7.2	0.1524	71.3	0.0075
4000	11.2	0.0508	39.6	0.015
10000	3	0.3048	55.5	0.0045
250	15.4	0.0508	71.3	0.0264
800	5.4	0.1524	39.6	0.0049
2500	12.3	0.1016	31.7	0.0419
10000	0	0.0254	71.3	0.0004
400	3	0.3048	55.5	0.0045
630	0	0.3048	55.5	0.0028
5000	0	0.3048	31.7	0.0033
2000	8.4	0.0508	31.7	0.0058
16000	0	0.0254	55.5	0.0004
500	2	0.2286	55.5	0.0031
800	8.4	0.0508	55.5	0.0054
500	4	0.2286	39.6	0.0047
1250	15.4	0.0508	31.7	0.029
6300	8.9	0.1016	39.6	0.0125
8000	4.2	0.0508	39.6	0.0015
315	17.4	0.0254	71.3	0.0161
1600	4.2	0.0508	71.3	0.0014
1000	15.4	0.0508	31.7	0.029
2000	9.5	0.0254	31.7	0.0046
8000	4	0.2286	55.5	0.0043
630	2	0.2286	55.5	0.0031
16000	4.8	0.0254	71.3	0.0008
315	15.6	0.1016	71.3	0.0437
1250	0	0.1016	71.3	0.0012
1250	2	0.2286	31.7	0.0037
5000	0	0.1524	31.7	0.0021
2000	4	0.2286	31.7	0.0051
5000	12.6	0.1524	71.3	0.0483
2500	3.3	0.1016	55.5	0.0022
250	17.4	0.0254	55.5	0.0166
5000	9.9	0.1524	55.5	0.0208
500	15.4	0.0508	71.3	0.0264
1000	9.5	0.0254	39.6	0.0045
2000	9.9	0.1524	71.3	0.0193
500	4	0.2286	71.3	0.004
3150	3	0.3048	31.7	0.0053
5000	15.4	0.0508	71.3	0.0264
500	6.7	0.1016	55.5	0.0052
1600	0	0.2286	71.3	0.0021
2000	12.7	0.0254	71.3	0.0122
800	3	0.3048	31.7	0.0053
800	5.4	0.1524	31.7	0.0053
2500	0	0.2286	31.7	0.0027
800	6.7	0.1016	31.7	0.0059
2500	4.8	0.0254	39.6	0.0009
250	8.9	0.1016	71.3	0.0103
500	0	0.3048	55.5	0.0028
500	9.9	0.1524	39.6	0.0233
2000	0	0.0254	55.5	0.0004
630	0	0.1524	55.5	0.0017
8000	0	0.0508	39.6	0.0008
3150	0	0.0508	55.5	0.0008
315	15.4	0.0508	71.3	0.0264
1000	2.7	0.1524	39.6	0.0029
3150	9.9	0.1524	31.7	0.0253
6300	5.4	0.1524	39.6	0.0049
5000	4.8	0.0254	39.6	0.0009
1600	0	0.2286	55.5	0.0023
500	17.4	0.0254	71.3	0.0161
500	11.2	0.0508	71.3	0.0141
2500	0	0.3048	39.6	0.0031
400	7.2	0.1524	39.6	0.0091
800	19.7	0.0508	39.6	0.0365
315	7.2	0.1524	39.6	0.0091
800	17.4	0.0254	39.6	0.0172
400	5.4	0.1524	39.6	0.0049
200	0	0.3048	39.6	0.0031
630	0	0.1016	39.6	0.0015
3150	1.5	0.3048	71.3	0.0034
3150	4.8	0.0254	31.7	0.0009
800	19.7	0.0508	71.3	0.0341
500	2.7	0.1524	39.6	0.0029
1250	12.7	0.0254	39.6	0.013
1600	4.8	0.0254	39.6	0.0009
3150	17.4	0.0254	39.6	0.0172
315	5.4	0.1524	31.7	0.0053
250	7.3	0.2286	55.5	0.0112
400	19.7	0.0508	39.6	0.0365
400	3	0.3048	39.6	0.005
630	5.3	0.2286	71.3	0.0052
1600	4	0.3048	71.3	0.005
3150	12.3	0.1016	31.7	0.0419
400	2	0.2286	39.6	0.0035
6300	12.3	0.1016	71.3	0.0338
10000	0	0.0508	55.5	0.0008
500	17.4	0.0254	31.7	0.0177
630	3.3	0.1016	55.5	0.0022
2500	0	0.2286	39.6	0.0025
1600	4.8	0.0254	55.5	0.0009
250	12.3	0.1016	71.3	0.0338
400	9.9	0.1524	55.5	0.0208
6300	4.2	0.0508	39.6	0.0015
2500	0	0.0508	71.3	0.0007
200	15.6	0.1016	39.6	0.0528
4000	12.6	0.1524	71.3	0.0483
630	6.7	0.1016	55.5	0.0052
1250	15.6	0.1016	39.6	0.0528
1250	12.7	0.0254	71.3	0.0122
800	0	0.3048	39.6	0.0031
8000	4	0.3048	71.3	0.005
2500	0	0.1016	31.7	0.0015
315	11.2	0.0508	39.6	0.015
1000	4	0.2286	31.7	0.0051
20000	4.8	0.0254	55.5	0.0009
5000	9.9	0.1524	39.6	0.0233
3150	0	0.2286	71.3	0.0021
630	11.2	0.0508	71.3	0.0141
12500	2.7	0.1524	39.6	0.0029
2500	4.8	0.0254	71.3	0.0008
6300	5.4	0.1524	71.3	0.004
3150	15.4	0.0508	31.7	0.029
4000	19.7	0.0508	71.3	0.0341
1000	7.3	0.2286	55.5	0.0112
800	15.6	0.1016	71.3	0.0437
5000	0	0.0508	31.7	0.0008
800	7.2	0.1524	39.6	0.0091
500	11.2	0.0508	39.6	0.015
2500	5.4	0.1524	39.6	0.0049
500	15.4	0.0508	55.5	0.0272
5000	12.3	0.1016	39.6	0.0408
800	7.2	0.1524	71.3	0.0075
2000	5.4	0.1524	71.3	0.004
12500	1.5	0.3048	39.6	0.0039
315	2	0.2286	31.7	0.0037
4000	17.4	0.0254	55.5	0.0166
1600	0	0.1524	31.7	0.0021
6300	0	0.1016	55.5	0.0013
10000	0	0.0508	31.7	0.0008
4000	12.6	0.1524	39.6	0.0584
2000	0	0.0508	55.5	0.0008
1250	0	0.0508	39.6	0.0008
1000	0	0.1524	71.3	0.0016
250	7.2	0.1524	39.6	0.0091
2000	19.7	0.0508	71.3	0.0341
2500	22.2	0.0254	71.3	0.0214
315	0	0.3048	31.7	0.0033
1250	0	0.2286	71.3	0.0021
1250	4	0.3048	39.6	0.0058
2000	8.9	0.1016	71.3	0.0103
500	8.9	0.1016	39.6	0.0125
8000	4.8	0.0254	55.5	0.0009
3150	12.6	0.1524	39.6	0.0584
1250	7.2	0.1524	39.6	0.0091
630	12.3	0.1016	71.3	0.0338
6300	7.2	0.1524	39.6	0.0091
2000	11.2	0.0508	39.6	0.015
4000	8.4	0.0508	31.7	0.0058
2500	0	0.0508	31.7	0.0008
500	15.4	0.0508	31.7	0.029
630	4.8	0.0254	31.7	0.0009
1600	11.2	0.0508	71.3	0.0141
4000	12.7	0.0254	39.6	0.013
1250	19.7	0.0508	39.6	0.0365
630	17.4	0.0254	31.7	0.0177
4000	0	0.0254	71.3	0.0004
2500	19.7	0.0508	39.6	0.0365
2000	0	0.1524	55.5	0.0017
12500	0	0.3048	71.3	0.0027
1000	3.3	0.1016	39.6	0.0025
200	9.9	0.1524	55.5	0.0208
4000	7.2	0.1524	71.3	0.0075
630	5.4	0.1524	39.6	0.0049
6300	0	0.2286	55.5	0.0023
3150	6.7	0.1016	71.3	0.0048
2500	3.3	0.1016	71.3	0.002
1000	2	0.2286	31.7	0.0037
2500	22.2	0.0254	39.6	0.0229
1600	8.9	0.1016	71.3	0.0103
12500	0	0.0254	71.3	0.0004
8000	0	0.3048	71.3	0.0027
400	6.7	0.1016	31.7	0.0059
315	12.6	0.1524	39.6	0.0584
800	12.7	0.0254	39.6	0.013
2000	5.4	0.1524	39.6	0.0049
1250	8.4	0.0508	39.6	0.0057
800	2	0.2286	71.3	0.0029
3150	0	0.3048	31.7	0.0033
2500	5.4	0.1524	71.3	0.004
800	4	0.2286	55.5	0.0043
2000	19.7	0.0508	39.6	0.0365
630	0	0.3048	39.6	0.0031
1250	17.4	0.0254	31.7	0.0177
5000	4	0.2286	71.3	0.004
630	9.9	0.1524	71.3	0.0193
5000	4.8	0.0254	71.3	0.0008
1600	17.4	0.0254	31.7	0.0177
2000	0	0.3048	55.5	0.0028
400	4	0.3048	71.3	0.005
4000	2	0.2286	39.6	0.0035
3150	8.4	0.0508	71.3	0.0053
3150	2	0.2286	31.7	0.0037
1250	4	0.3048	71.3	0.005
1250	9.5	0.0254	71.3	0.0042
4000	9.5	0.0254	39.6	0.0045
200	12.6	0.1524	71.3	0.0483
6300	9.9	0.1524	55.5	0.0208
200	15.6	0.1016	71.3	0.0437
10000	4	0.2286	71.3	0.004
800	8.4	0.0508	71.3	0.0053
630	7.2	0.1524	71.3	0.0075
3150	0	0.2286	39.6	0.0025
4000	17.4	0.0254	31.7	0.0177
1250	0	0.0508	55.5	0.0008
1250	3	0.3048	31.7	0.0053
1600	9.9	0.1524	31.7	0.0253
2000	3.3	0.1016	71.3	0.002
4000	0	0.3048	31.7	0.0033
1000	0	0.3048	39.6	0.0031
630	0	0.1016	55.5	0.0013
4000	0	0.0508	39.6	0.0008
2500	0	0.3048	71.3	0.0027
1600	4	0.2286	39.6	0.0047
6300	7.3	0.2286	55.5	0.0112
800	15.6	0.1016	39.6	0.0528
1250	5.3	0.2286	39.6	0.0061
400	12.3	0.1016	31.7	0.0419
1250	9.5	0.0254	55.5	0.0043
800	8.4	0.0508	31.7	0.0058
2500	4	0.3048	39.6	0.0058
315	12.7	0.0254	71.3	0.0122
1600	4.8	0.0254	31.7	0.0009
2000	12.3	0.1016	71.3	0.0338
1600	0	0.1016	31.7	0.0015
2000	2	0.2286	55.5	0.0031
2500	2	0.2286	39.6	0.0035
10000	0	0.0254	39.6	0.0004
5000	17.4	0.0254	31.7	0.0177
1600	12.7	0.0254	71.3	0.0122
3150	0	0.0254	39.6	0.0004
3150	15.4	0.0508	71.3	0.0264
800	12.3	0.1016	71.3	0.0338
5000	0	0.0254	39.6	0.0004
2000	12.7	0.0254	39.6	0.013
2000	3.3	0.1016	31.7	0.0025
20000	4	0.2286	71.3	0.004
6300	12.7	0.0254	71.3	0.0122
315	9.9	0.1524	55.5	0.0208
6300	0	0.1524	71.3	0.0016
10000	3.3	0.1016	71.3	0.002
2500	4.2	0.0508	71.3	0.0014
1250	4	0.2286	55.5	0.0043
400	9.9	0.1524	39.6	0.0233
1000	4	0.3048	39.6	0.0058
4000	8.4	0.0508	71.3	0.0053
8000	0	0.3048	31.7	0.0033
200	15.4	0.0508	39.6	0.0283
2500	3	0.3048	39.6	0.005
1600	6.7	0.1016	31.7	0.0059
1250	4.8	0.0254	31.7	0.0009
1250	0	0.3048	55.5	0.0028
315	19.7	0.0508	39.6	0.0365
400	9.9	0.1524	31.7	0.0253
2000	11.2	0.0508	71.3	0.0141
6300	4.8	0.0254	71.3	0.0008
200	15.4	0.0508	55.5	0.0272
8000	3	0.3048	71.3	0.0043
1000	6.7	0.1016	71.3	0.0048
400	8.4	0.0508	55.5	0.0054
800	12.7	0.0254	71.3	0.0122
2500	9.5	0.0254	55.5	0.0043
6300	0	0.3048	39.6	0.0031
10000	4	0.3048	71.3	0.005
8000	15.4	0.0508	71.3	0.0264
400	12.7	0.0254	71.3	0.0122
800	7.3	0.2286	71.3	0.0104
5000	0	0.0254	71.3	0.0004
3150	2.7	0.1524	71.3	0.0024
500	9.9	0.1524	55.5	0.0208
1000	0	0.1524	31.7	0.0021
10000	7.2	0.1524	39.6	0.0091
800	15.4	0.0508	71.3	0.0264
630	8.4	0.0508	39.6	0.0057
5000	4.2	0.0508	39.6	0.0015
10000	0	0.2286	71.3	0.0021
400	5.4	0.1524	55.5	0.0043
3150	8.9	0.1016	39.6	0.0125
800	9.5	0.0254	71.3	0.0042
1250	9.5	0.0254	39.6	0.0045
8000	12.7	0.0254	39.6	0.013
2000	0	0.1016	31.7	0.0015
2500	9.5	0.0254	71.3	0.0042
400	19.7	0.0508	71.3	0.0341
1000	2	0.2286	71.3	0.0029
5000	4.8	0.0254	31.7	0.0009
2500	9.5	0.0254	31.7	0.0046
630	9.5	0.0254	39.6	0.0045
630	5.4	0.1524	31.7	0.0053
800	3.3	0.1016	39.6	0.0025
8000	3.3	0.1016	55.5	0.0022
4000	3	0.3048	71.3	0.0043
8000	5.4	0.1524	55.5	0.0043
1600	17.4	0.0254	39.6	0.0172
6300	0	0.0254	31.7	0.0004
2500	2	0.2286	55.5	0.0031
1000	3.3	0.1016	31.7	0.0025
1600	3	0.3048	55.5	0.0045
1600	15.4	0.0508	55.5	0.0272
800	3	0.3048	55.5	0.0045
3150	4.8	0.0254	71.3	0.0008
8000	1.5	0.3048	39.6	0.0039
3150	4	0.2286	55.5	0.0043
1000	8.4	0.0508	39.6	0.0057
6300	9.9	0.1524	31.7	0.0253
500	9.5	0.0254	55.5	0.0043
8000	0	0.0508	71.3	0.0007
2500	17.4	0.0254	55.5	0.0166
630	7.3	0.2286	71.3	0.0104
1600	3.3	0.1016	39.6	0.0025
250	17.4	0.0254	31.7	0.0177
500	2	0.2286	31.7	0.0037
800	5.3	0.2286	39.6	0.0061
2000	0	0.0254	39.6	0.0004
2500	7.3	0.2286	71.3	0.0104
2000	0	0.1524	31.7	0.0021
5000	0	0.0508	39.6	0.0008
250	12.6	0.1524	39.6	0.0584
8000	0	0.1016	71.3	0.0012
10000	3	0.3048	71.3	0.0043
800	0	0.0508	71.3	0.0007
1600	2	0.2286	55.5	0.0031
1250	8.4	0.0508	55.5	0.0054
5000	1.5	0.3048	39.6	0.0039
6300	5.3	0.2286	39.6	0.0061
2500	9.5	0.0254	39.6	0.0045
5000	2	0.2286	39.6	0.0035
4000	0	0.1016	39.6	0.0015
1600	0	0.0508	39.6	0.0008
5000	1.5	0.3048	71.3	0.0034
1250	0	0.1524	55.5	0.0017
500	8.4	0.0508	55.5	0.0054
630	9.5	0.0254	71.3	0.0042
